Number;StructureName;StructureType;Condition of Bridge;TotalWidth;TotalLength;ConstructionYear;NumberOfSpan;Zone;Circle;Division;Sub-Division;RoadNo;StructureLRPName;ReferenceLRPNo;LocationLRPOffset;LocationChainage;LatitudeDegree;LatitudeMinute;LatitudeSecond;LongitudeDegree;LongitudeMinute;LongitudeSecond;BCS1TotalScore
2849;Sonir Bohor  6 no. Bridge;RCC Girder Bridge;C;7,1;15,75;1997;1;Gopalganj;Gopalganj;Madaripur;Madaripur;Z8011;LRP030c;LRP030;981;30,981;23;12;41,8;90;14;36,7;60
2850;Panch numbre Bridge;RCC Girder Bridge;A;6,9;6,9;1997;1;Gopalganj;Gopalganj;Madaripur;Madaripur;Z8011;LRP031a;LRP030;1343;31,343;23;12;35,8;90;14;46,1;0
2851;Char Govindapur 3 no. Bridge;RCC Girder Bridge;C;6,6;6,9;1997;1;Gopalganj;Gopalganj;Madaripur;Madaripur;Z8011;LRP032a;LRP030;2273;32,273;23;12;16,2;90;15;7,3;560
2852;Matha Bhanga 2 no. Bridge;RCC Girder Bridge;B;6,6;12;1996;1;Gopalganj;Gopalganj;Madaripur;Madaripur;Z8011;LRP033a;LRP030;3217;33,217;23;11;45,4;90;15;13,9;30
2853;Babnatola 1 no. Bridge;RCC Girder Bridge;A;6,6;11,9;1992;1;Gopalganj;Gopalganj;Madaripur;Madaripur;Z8011;LRP033c;LRP030;3960;33,96;23;11;23,6;90;15;2,3;0
2854;Kotopara Bridge;RCC Girder Bridge;B;5;109,4;1988;5;Gopalganj;Gopalganj;Sariatpur;Sariatpur;Z8012;LRPSa;LRPS;569;0,569;23;14;28,6;90;21;15;1
2855;Nosason Bridge;RCC Girder Bridge;C;10,2;22,1;2013;1;Gopalganj;Gopalganj;Sariatpur;Sariatpur;Z8012;LRP003a;LRP003;453;3,376;23;15;53,5;90;20;58,6;30
2856;Tnt Bridge;RCC Girder Bridge;A;4,35;20;1997;1;Gopalganj;Gopalganj;Sariatpur;Sariatpur;Z8012;LRP012a;LRP012;189;11,729;23;19;40,9;90;19;6,3;0
2857;Thandar morh Bridge;RCC Girder Bridge;A;4,35;9,9;1997;1;Gopalganj;Gopalganj;Sariatpur;Sariatpur;Z8012;LRP012c;LRP012;490;12,03;23;19;36,2;90;18;56,3;0
2858;Rosher morh Bridge;RCC Girder Bridge;A;4,35;10;1997;1;Gopalganj;Gopalganj;Sariatpur;Sariatpur;Z8012;LRP012e;LRP012;955;12,495;23;19;36;90;18;42,2;0
2859;Kouti Bridge;RCC Girder Bridge;A;4,4;19,9;1997;1;Gopalganj;Gopalganj;Sariatpur;Sariatpur;Z8012;LRP015a;LRP015;455;15,052;23;20;36,5;90;18;5,3;0
2860;Kazirhat Bridge;RCC Girder Bridge;B;4,9;109,9;1997;5;Gopalganj;Gopalganj;Sariatpur;Sariatpur;Z8012;LRP015d;LRP015;704;15,301;23;20;45,1;90;18;3;1
2861;Shabuj chata Bridge;RCC Girder Bridge;A;4,35;8,75;1997;1;Gopalganj;Gopalganj;Sariatpur;Sariatpur;Z8012;LRP017a;LRP017;211;16,712;23;20;48;90;17;17,5;0
2862;Baraitala Bridge;RCC Girder Bridge;B;8,2;30,78;1994;2;Gopalganj;Gopalganj;Gopalganj;Bhatipara;Z8021;LRP001a;LRP001;621;0,627;23;18;33;89;59;32;30
2863;Baraitola 3rd Bridge;RCC Girder Bridge;A;8,15;30,24;1994;2;Gopalganj;Gopalganj;Gopalganj;Bhatipara;Z8021;LRP002b;LRP001;1809;1,815;23;18;31;89;58;51;0
2864;Batikumari Bridge;RCC Girder Bridge;B;4,36;46,2;1981;3;Gopalganj;Gopalganj;Gopalganj;Bhatipara;Z8021;LRP006b;LRP005;1432;5,424;23;19;4;89;56;59;1
2865;Banogram Bridge;RCC Girder Bridge;C;4,27;72,05;1989;4;Gopalganj;Gopalganj;Gopalganj;Bhatipara;Z8021;LRP010b;LRP010;338;9,338;23;18;6;89;55;6;60
2866;Joynagar Bridge;RCC Girder Bridge;B;3,25;20,8;1998;3;Gopalganj;Gopalganj;Gopalganj;Bhatipara;Z8023;LRP003a;LRP003;931;3,541;23;17;4;89;46;37;30
2867;Kalupara bridge;PC Girder Bridge;A;8,3;30,9;2012;1;Barisal;Barisal;Barisal;Barisal-1;Z8031;LRP004a;LRPS;4610;4,61;22;57;48,6;90;10;50,9;0
2868;Shimul bhangar bridge;RCC Girder Bridge;C;8,25;20,8;2009;1;Barisal;Barisal;Barisal;Barisal-1;Z8031;LRP005a;LRP005;408;5,408;22;57;54,5;90;10;24,8;61
2869;Phulchari bridge;RCC Girder Bridge;B;8,3;20,8;2009;1;Barisal;Barisal;Barisal;Barisal-1;Z8031;LRP006a;LRP005;1167;6,167;22;57;3,5;90;10;2,2;1
2870;Homardar bridge;Baily with Steel Deck;A;4,15;21,6;2008;1;Barisal;Barisal;Barisal;Barisal-1;Z8031;LRP006c;LRP005;1806;6,806;22;58;6,8;90;9;41,3;0
2871;;Baily with Steel Deck;A;3,9;25,2;2008;1;Barisal;Barisal;Barisal;Barisal-1;Z8031;LRP007a;LRP005;2464;7,464;22;58;5,6;90;9;19,5;0
2872;;Steel Beam & RCC Slab;C;3,9;20,8;1993;3;Barisal;Barisal;Barisal;Barisal-1;Z8031;LRP008a;LRP005;3179;8,179;22;57;47,8;90;9;6,7;1590
2873;Chobikhar bridge;Baily with Steel Deck;C;3,98;18,25;1992;1;Barisal;Barisal;Barisal;Barisal-1;Z8031;LRP009a;LRP005;4424;9,424;22;57;45,7;90;8;25,5;1500
2874;Ghagor Bridge;PC Girder Bridge;C;7,57;93,02;1997;3;Gopalganj;Gopalganj;Gopalganj;Kotalipara;Z8031;LRP027a;LRP025;2058;27,058;22;59;31,7;89;59;22,8;30
2875;Tara Shib Bridge;PC Girder Bridge;A;10,2;42;2010;1;Gopalganj;Gopalganj;Gopalganj;Kotalipara;Z8031;LRP028a;LRP025;3007;28,007;22;59;50,6;89;58;56,9;0
2876;Dattabhanga Bridge;PC Girder Bridge;A;10,2;42;2010;1;Gopalganj;Gopalganj;Gopalganj;Kotalipara;Z8031;LRP034a;LRP034;919;35,072;23;1;11,9;89;55;24,8;0
2877;Bojorghati Bridge;RCC Girder Bridge;A;7;42,05;2008;3;Gopalganj;Gopalganj;Gopalganj;Kotalipara;Z8031;LRP036a;LRP036;45;36,206;23;1;12,6;89;54;45,4;0
2878;Kheyaghat bridge;Baily with Steel Deck;A;4,15;36,5;2006;1;Barisal;Barisal;Barisal;Barisal-1;Z8033;LRP005a;LRP005;176;5,167;22;45;43,2;90;16;32,5;0
2879;Badla bridge;RCC Girder Bridge;C;6,2;6;1985;1;Barisal;Barisal;Barisal;Barisal-1;Z8033;LRP005c;LRP005;978;5,969;22;46;1,7;90;16;12,9;120
2880;Kalijira bridge;Baily with Steel Deck;C;5;104,2;1997;3;Barisal;Barisal;Barisal;Barisal-1;Z8033;LRP008a;LRP008;346;8,339;22;46;51,4;90;15;15,7;30
2881;Raiyer hat bridge;RCC Girder Bridge;D;4,25;41,73;1981;5;Barisal;Barisal;Barisal;Barisal-1;Z8033;LRP017a;LRP017;477;17,477;22;46;41;90;10;5,1;1150
2882;Masrong bridge;Truss with Steel Deck;C;3,85;30,65;1996;1;Barisal;Barisal;Barisal;Barisal-1;Z8033;LRP019a;LRP019;103;19,103;22;46;26,8;90;9;18;30
2883;Sandhya nadi bridge;Baily with Steel Deck;A;5;110,2;1988;3;Barisal;Barisal;Barisal;Barisal-1;Z8033;LRP019d;LRP019;706;19,706;22;46;23,8;90;9;NULL;0
2884;Babuganj bridge;Baily with Steel Deck;A;5;36,7;1995;1;Barisal;Barisal;Barisal;Barisal-1;Z8034;LRP004a;LRP004;819;4,79;22;49;6;90;18;48;0
2885;Padarhat bridge;Baily with Steel Deck;C;4,85;33,43;1996;1;Barisal;Barisal;Barisal;Barisal-1;Z8034;LRP011a;LRP011;586;12,418;22;50;15;90;22;35;530
2886;Renditola bridge;Truss with RCC Slab;B;3,64;20;2002;1;Barisal;Barisal;Barisal;Barisal-1;Z8034;LRP012a;LRP012;451;13,285;22;50;30;90;22;19;30
2887;Hawlader bridge;Truss with Steel Deck;A;4,2;30,42;1996;1;Barisal;Barisal;Barisal;Barisal-1;Z8034;LRP013b;LRP013;797;14,629;22;51;13;90;22;41;0
2888;Boroiya bridge;RCC Girder Bridge;C;4,85;11,4;1998;1;Barisal;Barisal;Barisal;Barisal-1;Z8034;LRP014a;LRP014;342;15,179;22;51;31;90;22;42;31
2889;Ragoyar bridge;Truss with Steel Deck;A;4,22;30,44;1994;1;Barisal;Barisal;Barisal;Barisal-1;Z8034;LRP015a;LRP015;189;16,025;22;51;56;90;22;55;0
2890;Kajichor bridge;Baily with Steel Deck;C;4;18,23;1994;1;Barisal;Barisal;Barisal;Barisal-1;Z8034;LRP015d;LRP015;670;16,506;22;52;10;90;23;NULL;30
2891;;Baily with Steel Deck;C;4,1;24,3;1997;1;Barisal;Barisal;Barisal;Barisal-1;Z8034;LRP016a;LRP016;1;16,83;22;52;20;90;23;6;30
2892;Dorichal bridge;Baily with Steel Deck;A;4,08;18,23;1997;1;Barisal;Barisal;Barisal;Barisal-1;Z8034;LRP016c;LRP016;319;17,148;22;52;26;90;23;13;0
2893;;RCC Girder Bridge;C;4,85;10,9;1996;1;Barisal;Barisal;Barisal;Barisal-1;Z8034;LRP018a;LRP018;333;19,172;22;53;30;90;23;20;92
2894;;Truss with Steel Deck;A;4,2;30,4;1994;1;Barisal;Barisal;Barisal;Barisal-1;Z8034;LRP020b;LRP019;1567;21,381;22;54;11;90;23;44;0
2895;Karapur bridge;RCC Girder Bridge;C;4,2;5,4;1975;1;Barisal;Barisal;Barisal;Barisal-2;Z8037;LRP008a;LRP008;596;8,411;22;42;56,5;90;16;36;590
2896;Konapur bridge;Baily with Steel Deck;A;4,1;63;1996;3;Barisal;Barisal;Barisal;Barisal-2;Z8037;LRP008b;LRP008;895;8,71;22;42;59;90;16;26,6;0
2897;Talukdarhat Bailey Bridge;Baily with Steel Deck;C;4,1;30,75;1988;1;Barisal;Barisal;Barisal;Barisal-2;Z8044;LRP004a;LRP003;1730;3,57;22;39;41;90;24;49;30
2898;Miabari Bailey Bridge;Baily with Steel Deck;C;4,12;21,6;1985;1;Barisal;Barisal;Barisal;Barisal-2;Z8044;LRP008a;LRP008;30;6,99;22;38;4;90;25;10;500
2899;;Truss with Steel Deck;C;3,92;25,17;1988;1;Barisal;Barisal;Barisal;Barisal-2;Z8044;LRP010a;LRP010;230;9,11;22;36;59;90;24;43;30
2900;Makimabad Bailey Bridge;Baily with Steel Deck;C;4,1;24,65;NULL;1;Barisal;Barisal;Barisal;Barisal-2;Z8044;LRP011a;LRP011;40;9,87;22;36;35;90;24;32;31
2901;Angoria Bondor Bridge;Truss with Steel Deck;C;3,9;31,25;1985;1;Barisal;Patuakhali;Patuakhali;Patuakhali-1;Z8044;LRP030a;LRP030;820;30,85;22;28;57;90;21;50;500
2902;;Steel Beam & RCC Slab;D;4,2;13,5;1975;3;Barisal;Barisal;Barisal;Barisal-1;Z8048;LRP002b;LRP001;1810;2,75;22;48;24;90;11;33;1650
2903;Sakhari bridge;Steel Beam & RCC Slab;B;3,3;11,4;2004;3;Barisal;Barisal;Barisal;Barisal-1;Z8048;LRP003b;LRP001;2560;3,5;22;48;18;90;11;8;30
2904;Shakharia bridge;Steel Beam & RCC Slab;A;3,3;11,4;2004;3;Barisal;Barisal;Barisal;Barisal-1;Z8048;LRP003e;LRP001;2900;3,84;22;48;6;90;11;5;0
2905;;Steel Beam & RCC Slab;A;3,1;11,5;2005;3;Barisal;Barisal;Barisal;Barisal-1;Z8048;LRP004b;LRP001;3260;4,2;NULL;NULL;NULL;NULL;NULL;NULL;0
2906;Soliabakpur bridge;Steel Beam & RCC Slab;B;3,1;14,7;2000;3;Barisal;Barisal;Barisal;Barisal-1;Z8048;LRP005a;LRP005;420;5,42;22;47;20;90;10;51;30
2907;Amragasi Bridge;RCC Girder Bridge;A;7,5;36,65;NULL;3;Barisal;Patuakhali;Patuakhali;Patuakhali;Z8052;LRP003b;LRPS;3260;3,26;22;23;50;90;11;21;0
2908;Yearuddin Khalifa Bridge;PC Girder Bridge;B;7,55;140,1;2005;5;Barisal;Patuakhali;Patuakhali;Patuakhali;Z8052;LRP008a;LRP005;3070;8,07;22;22;9;90;13;13;31
2909;Kapalvara Steel Bridge;Truss with Steel Deck;C;3,94;31,3;1986;1;Barisal;Patuakhali;Patuakhali;Patuakhali;Z8052;LRP009a;LRP005;4200;9,2;22;21;52;90;13;47;30
2910;Gabtala Steel Bridge;Truss with Steel Deck;C;3,9;22,1;1986;1;Barisal;Patuakhali;Patuakhali;Patuakhali;Z8052;LRP009d;LRP005;4880;9,88;22;21;41;90;14;9;500
2911;Paira Steel Bridge;Truss with Steel Deck;C;3,91;15,95;1989;1;Barisal;Patuakhali;Patuakhali;Patuakhali;Z8052;LRP013b;LRP010;3650;13,65;22;21;22;90;16;17;30
2912;Number Two Bridge;Truss with Steel Deck;C;3,95;25,15;1988;1;Barisal;Patuakhali;Patuakhali;Patuakhali;Z8052;LRP015a;LRP015;850;15,85;22;21;38;90;17;32;30
2913;Number One Bridge;Truss with Steel Deck;C;3,9;27;1988;1;Barisal;Patuakhali;Patuakhali;Patuakhali;Z8052;LRP017a;LRP015;2300;17,3;22;21;38;90;18;23;30
2914;Soular Bridge;RCC Girder Bridge;A;6,85;60,18;2012;3;Barisal;Patuakhali;Patuakhali;Patuakhali;Z8052;LRP026b;LRPE;731;26,297;22;21;23;90;23;17,2;0
2915;Soular Bridge;Baily with Steel Deck;C;3,76;24,4;2000;1;Barisal;Patuakhali;Patuakhali;Patuakhali;Z8053;LRP003a;LRPS;3180;3,18;22;22;50;90;36;35;60
2916;;Truss with Steel Deck;B;4,26;30,47;1995;1;Barisal;Barisal;Jhalokati;Jhalokati;Z8056;LRP001b;LRP001;832;1,832;22;38;31,9;90;19;34;1
2917;;RCC Girder Bridge;A;5,1;100,1;2005;5;Barisal;Barisal;Jhalokati;Jhalokati;Z8062;LRP005b;LRPS;5190;5,19;22;31;17;90;10;11;0
2918;;Steel Beam & RCC Slab;C;3;22,6;1990;3;Barisal;Barisal;Jhalokati;Jhalokati;Z8062;LRP005d;LRPS;5720;5,72;22;31;15;90;9;51;61
2919;;RCC Girder Bridge;A;5;39,05;1999;3;Barisal;Barisal;Jhalokati;Jhalokati;Z8062;LRP007a;LRPS;7270;7,27;22;31;3;90;8;56;0
2920;Lohar Pole Bridge;RCC Girder Bridge;C;3,7;15,7;1991;3;Gopalganj;Gopalganj;Sariatpur;Sariatpur;Z8065;LRP004a;LRPS;4440;4,44;23;15;36;90;19;29;60
2921;Goigor Morh Bridge;RCC Girder Bridge;C;4,3;12,5;1999;1;Gopalganj;Gopalganj;Sariatpur;Sariatpur;Z8065;LRP009b;LRP005;4840;9,84;23;17;30;90;17;49;60
2922;Kha Bari Bridge;RCC Girder Bridge;C;4,3;18;1998;1;Gopalganj;Gopalganj;Sariatpur;Sariatpur;Z8065;LRP011a;LRP010;1200;11,2;23;18;1;90;17;47;30
2923;Don Bolia Bridge;RCC Girder Bridge;C;4,3;56,08;2002;4;Gopalganj;Gopalganj;Sariatpur;Sariatpur;Z8065;LRP012a;LRP012;720;12,12;23;18;15;90;18;9;1090
2924;Nagar Bolia choto Bridge;RCC Girder Bridge;A;4,2;15;1998;1;Gopalganj;Gopalganj;Sariatpur;Sariatpur;Z8065;LRP013a;LRP013;90;12,46;23;18;23;90;18;1;0
2925;Sharif  Bridge;RCC Girder Bridge;C;4,3;11;1999;1;Gopalganj;Gopalganj;Sariatpur;Sariatpur;Z8065;LRP016a;LRP015;1720;16,72;23;20;33;90;17;52;560
2926;Dokkhin Dobilda High School Bridge;RCC Girder Bridge;C;5;54,05;2002;3;Gopalganj;Gopalganj;Sariatpur;Sariatpur;Z8065;LRP017b;LRP015;2460;17,46;23;20;52;90;18;8;30
2927;Kazir hat choto Bridge;RCC Girder Bridge;C;4,5;11;2006;1;Gopalganj;Gopalganj;Sariatpur;Sariatpur;Z8065;LRP018a;LRP015;3070;18,07;23;21;10;90;18;NULL;60
2928;Chowkidar Kandi Bridge;RCC Girder Bridge;A;5;30;2000;3;Gopalganj;Gopalganj;Sariatpur;Sariatpur;Z8065;LRP019a;LRP015;4780;19,78;23;22;5;90;17;50;0
2929;Talukdar Kandi Bridge;RCC Girder Bridge;A;4,3;9;1999;1;Gopalganj;Gopalganj;Sariatpur;Sariatpur;Z8065;LRP021a;LRP020;1240;21,24;23;22;52;90;17;43;0
2930;Farazi kandi Bridge;RCC Girder Bridge;A;5;48,05;2006;3;Gopalganj;Gopalganj;Sariatpur;Sariatpur;Z8065;LRP023a;LRP020;3780;23,78;23;23;57;90;17;1;0
2931;Poradia Bridge;PC Girder Bridge;C;9,5;35,6;2011;1;Gopalganj;Faridpur;Faridpur;Faridpur-2;Z8067;LRP004a;LRP004;80;3,353;23;25;17,5;89;55;23,7;30
2932;Sutarkanda Bridge;Truss with Steel Deck;B;4,25;38,1;2006;3;Gopalganj;Faridpur;Faridpur;Faridpur-2;Z8067;LRP004c;LRP004;964;4,237;23;24;39,1;89;55;42,7;2
2933;Rampal College gate Bridge;Truss with Steel Deck;C;4;19,5;1986;1;Dhaka;Dhaka;Munshiganj;Munshiganj;Z8121;LRP002b;LRP002;968;2,984;23;32;38,7;90;29;48,4;31
2934;Ramsing Goabari Bridge;Baily with Steel Deck;A;5;24,7;1986;1;Dhaka;Dhaka;Munshiganj;Munshiganj;Z8121;LRP004a;LRP004;549;4,573;23;31;49,2;90;29;55,6;0
2935;Madina Bazar Bridge;Baily with Steel Deck;B;4;24,5;1986;1;Dhaka;Dhaka;Munshiganj;Munshiganj;Z8121;LRP006a;LRP006;726;6,756;23;30;44,7;90;30;5,1;1
2936;Nur Pukurpar Bridge;Baily with Steel Deck;B;5;24,6;1986;1;Dhaka;Dhaka;Munshiganj;Munshiganj;Z8121;LRP008a;LRP008;337;8,373;23;29;54,1;90;30;7;1
2937;Aldibazar Bazar;Truss with Steel Deck;C;4,3;112;1993;3;Dhaka;Dhaka;Munshiganj;Munshiganj;Z8121;LRP009a;LRP009;298;9,337;23;29;22,7;90;30;2,6;32
2938;Darogarpar Bridge;Baily with Steel Deck;A;4,1;27,5;1995;1;Dhaka;Dhaka;Munshiganj;Munshiganj;Z8121;LRP011a;LRP010;1684;11,726;23;28;6,5;90;29;56,4;0
2939;Sharjabad Bridge;Truss with Steel Deck;A;4,3;37,4;1995;1;Dhaka;Dhaka;Munshiganj;Munshiganj;Z8121;LRP012b;LRP012;628;12,673;23;27;36,7;90;29;51,7;0
2940;Pura Bazar Bridge;Truss with Steel Deck;A;4,1;43,5;1993;1;Dhaka;Dhaka;Munshiganj;Munshiganj;Z8121;LRP013a;LRP013;349;13,4;23;27;14,1;90;29;45,8;0
2941;Basnal Bridge;Truss with Steel Deck;B;4,1;37,4;1996;1;Dhaka;Dhaka;Munshiganj;Munshiganj;Z8121;LRP014a;LRP013;1538;14,589;23;26;41,2;90;29;25,9;31
2942;Bangla Bazar Bridge;RCC Girder Bridge;C;3,2;33;2002;5;Dhaka;Dhaka;Munshiganj;Munshiganj;Z8121;LRP020b;LRP016;4985;21,046;23;26;1,3;90;32;8,2;1530
2943;Sadar Kandi Bridge;RCC Girder Bridge;B;3,2;8,6;2002;1;Dhaka;Dhaka;Munshiganj;Munshiganj;Z8121;LRP021a;LRP016;5678;21,739;23;26;14,9;90;32;1,7;32
2944;Sadar Kandi Bridge-1;RCC Girder Bridge;C;4,2;13,5;2002;3;Dhaka;Dhaka;Munshiganj;Munshiganj;Z8121;LRP021b;LRP016;5769;21,83;23;26;18,3;90;31;58,1;30
2945;Raripara Bridge;RCC Girder Bridge;C;4,6;36,28;2002;3;Dhaka;Dhaka;Munshiganj;Munshiganj;Z8121;LRP021c;LRP016;6033;22,094;23;26;23,9;90;31;50,5;30
2946;Purbo Ranipara Bridge;RCC Girder Bridge;C;4,6;36,6;2002;3;Dhaka;Dhaka;Munshiganj;Munshiganj;Z8121;LRP022a;LRP016;7178;23,239;23;26;54,1;90;31;50,9;30
2947;Char Dumuria BRIDGE;RCC Girder Bridge;C;4,25;27,6;2002;3;Dhaka;Dhaka;Munshiganj;Munshiganj;Z8121;LRP026a;LRP026;768;27,154;23;28;41,2;90;31;51,6;92
2948;Dumuria Bridge;Truss with Steel Deck;A;4;111;1997;3;Dhaka;Dhaka;Munshiganj;Munshiganj;Z8121;LRP027a;LRP027;143;27,541;23;28;51,3;90;31;51,1;0
2949;Mulla Kandi Bridge;RCC Girder Bridge;A;4,2;36,25;1984;3;Dhaka;Dhaka;Munshiganj;Munshiganj;Z8121;LRP027c;LRP027;804;28,202;23;29;11,2;90;31;46,6;0
2950;Huglakandi Bridge;RCC Girder Bridge;A;4,25;30,7;1997;3;Dhaka;Dhaka;Munshiganj;Munshiganj;Z8121;LRP030a;LRP029;1785;31,096;23;30;35,4;90;32;2,9;0
2951;Huglakandi Bridge;Truss with Steel Deck;A;4,2;31;1996;1;Dhaka;Dhaka;Munshiganj;Munshiganj;Z8121;LRP031a;LRP031;656;31,83;23;30;52,3;90;32;19,1;0
2952;Tarki Bridge;Baily with Steel Deck;B;4;24,4;1984;1;Dhaka;Dhaka;Munshiganj;Munshiganj;Z8121;LRP033b;LRP032;1418;33,634;23;31;43,4;90;32;38,2;2
2953;Munshirhut Bridge;RCC Girder Bridge;B;4,3;53,6;1985;3;Dhaka;Dhaka;Munshiganj;Munshiganj;Z8121;LRP033d;LRP032;1968;34,184;23;31;57,8;90;32;33,5;2
2954;Panchgoriakandi Bridge;RCC Girder Bridge;A;4,15;31,26;2002;3;Dhaka;Dhaka;Munshiganj;Munshiganj;Z8121;LRP035a;LRP032;3196;35,412;23;32;31,4;90;32;30,3;0
2955;Purba Rasulpur Bridge;PC Girder Bridge;B;9,5;106;2010;3;Dhaka;Dhaka;Dhaka;Dhaka, Sub-division - 1;Z8201;LRPSa;LRPS;9;0,009;23;43;14,1;90;22;37,9;1
2956;Hasara Bridge;Baily with Steel Deck;B;4,15;24,6;1993;1;Dhaka;Dhaka;Munshiganj;Keraniganj;Z8203;LRPSa;LRPS;193;0,193;23;35;49;90;19;3,1;1
2957;Hasara Bridge (East);Baily with Steel Deck;C;4;24;1993;1;Dhaka;Dhaka;Munshiganj;Keraniganj;Z8203;LRP001a;LRPS;1192;1,192;23;35;17;90;19;6,9;500
2958;Satgaon Bridge;Baily with Steel Deck;D;5;27,6;1993;1;Dhaka;Dhaka;Munshiganj;Keraniganj;Z8203;LRP001c;LRPS;1749;1,749;23;34;59,2;90;19;10,9;120
2959;Buichid Bridge;Baily with Steel Deck;B;4,9;24,7;1993;1;Dhaka;Dhaka;Munshiganj;Keraniganj;Z8203;LRP002a;LRPS;2573;2,573;23;34;33,8;90;19;18,7;1
2960;Kathalbari Bridge;Truss with Steel Deck;A;4;36,7;1993;1;Dhaka;Dhaka;Munshiganj;Keraniganj;Z8203;LRP003a;LRPS;3492;3,492;23;34;5,5;90;19;27,6;0
2961;Birtara Bridge;Truss with Steel Deck;A;4,25;31,2;1993;1;Dhaka;Dhaka;Munshiganj;Keraniganj;Z8203;LRP003c;LRPS;3930;3,93;23;34;52,2;90;19;33,6;0
2962;Tingaon Bridge;Baily with Steel Deck;C;4,1;18,5;1993;1;Dhaka;Dhaka;Munshiganj;Keraniganj;Z8203;LRP004a;LRPS;4717;4,717;23;33;28,1;90;19;41,1;30
2963;Beltoli Bridge;Truss with Steel Deck;A;4;36,8;1997;1;Dhaka;Dhaka;Munshiganj;Keraniganj;Z8203;LRP005a;LRPS;5665;5,665;23;32;59,7;90;19;52,5;0
2964;Muslimhati Bridge;Baily with Steel Deck;C;4;24,4;2007;1;Dhaka;Dhaka;Munshiganj;Keraniganj;Z8204;LRP009b;LRP005;4416;9,416;23;37;25,5;90;12;19,8;30
2965;Gobindapur bridge;Baily with Steel Deck;B;4,1;37,4;2002;3;Dhaka;Dhaka;Munshiganj;Keraniganj;Z8204;LRP009f;LRP005;4744;9,744;23;37;33,8;90;12;21,9;1
2966;Mohonpur bridge;RCC Girder Bridge;C;4,3;8;1995;1;Dhaka;Dhaka;Munshiganj;Keraniganj;Z8204;LRP010a;LRP010;576;10,576;23;37;53,2;90;12;40,2;60
2967;Chatia bridge;RCC Girder Bridge;A;4,25;12,28;1990;1;Dhaka;Dhaka;Munshiganj;Keraniganj;Z8204;LRP010b;LRP010;973;10,973;23;38;6,2;90;12;40,4;0
2968;Ditpur Bridge;RCC Girder Bridge;B;4,35;30,3;2002;3;Dhaka;Dhaka;Munshiganj;Sreenagar;Z8205;LRP004a;LRPS;4050;4,05;23;34;2;90;10;52,5;2
2969;Uttar Shimulia Bridge;RCC Girder Bridge;B;4,45;9,9;2003;1;Dhaka;Dhaka;Munshiganj;Sreenagar;Z8205;LRP006b;LRP005;1600;6,6;23;34;38;90;10;26,5;2
2970;Uttar shimulia Bridge-1;RCC Girder Bridge;A;4,4;8,9;2003;1;Dhaka;Dhaka;Munshiganj;Sreenagar;Z8205;LRP007a;LRP005;2050;7,05;23;34;39,6;90;10;9,7;0
2971;Alamin Bazar Bridge;Truss with Steel Deck;B;4;36,6;2006;2;Dhaka;Dhaka;Munshiganj;Sreenagar;Z8205;LRP010a;LRP010;600;10,6;23;35;38,4;90;9;31,7;1
2972;Diar Gozaria Bridge;RCC Girder Bridge;B;3,3;20,5;1995;5;Dhaka;Dhaka;Munshiganj;Sreenagar;Z8205;LRP011a;LRP010;1700;11,7;23;36;11,2;90;9;28;33
2973;Kartikpur Bazar Bridge;RCC Girder Bridge;B;10,3;62,8;2006;3;Dhaka;Dhaka;Munshiganj;Keraniganj;Z8207;LRP004a;LRPS;4030;4,03;23;37;43,9;90;4;32,7;2
2974;Pukuria Bridge;RCC Girder Bridge;C;6,35;17,6;1988;1;Gopalganj;Faridpur;Faridpur;Faridpur-2;Z8401;LRPSa;LRPS;346;0,346;23;26;15;89;57;27;501
2975;Baishroshi Bridge;RCC Girder Bridge;C;7,53;53,3;2010;3;Gopalganj;Faridpur;Faridpur;Faridpur-2;Z8401;LRP007c;LRP007;872;7,806;23;27;17;90;0;23;30
2976;Mandartola Bridge;RCC Girder Bridge;A;10,3;60,32;2011;3;Gopalganj;Faridpur;Faridpur;Faridpur-2;Z8402;LRP005a;LRP005;188;5,083;23;35;38;89;52;41;0
2977;Matiarkum Bridge;RCC Girder Bridge;A;7,65;18,45;1996;1;Gopalganj;Faridpur;Faridpur;Faridpur-2;Z8402;LRP008a;LRP008;406;8,306;23;34;7;89;53;30;0
2978;Moulvir char Bridge;Truss with Steel Deck;C;3,7;25;2002;1;Gopalganj;Faridpur;Faridpur;Faridpur-2;Z8402;LRP022a;LRP022;718;22,987;23;33;51;89;58;41;30
2979;Lohartek Bridge;RCC Girder Bridge;B;4,45;39,05;2000;3;Gopalganj;Faridpur;Faridpur;Faridpur-2;Z8402;LRP025a;LRP025;19;25,269;23;33;17;89;59;NULL;30
2980;Amira Bridge;RCC Girder Bridge;A;4,4;19,5;2000;1;Gopalganj;Faridpur;Faridpur;Faridpur-2;Z8402;LRP026a;LRP026;199;26,414;23;33;13;89;59;37;0
2981;Charbhadrassion Bridge;Baily with Steel Deck;B;4,15;54,9;2000;3;Gopalganj;Faridpur;Faridpur;Faridpur-2;Z8402;LRP028a;LRP028;12;28,451;23;33;43;90;0;18;2
2982;Taltola Bridge;RCC Girder Bridge;A;5;74,8;1997;5;Gopalganj;Faridpur;Faridpur;Faridpur-2;Z8402;LRP031a;LRP031;29;31,249;23;32;43;90;0;59;0
